44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:40:01.0 (54999081)|VARIABLE_SCOPE_BEGIN|[31]|posItem|POS_Inventory__c|true|false
14:40:01.0 (55025975)|VARIABLE_ASSIGNMENT|[31]|posItem|{"Id":"a0A28000002RSxTEAW","Name":"POS Central Warehous (11 more) ...","POS_Location__c":"a0328000000GP8pAAG","POS_Product__c":"a0528000002DQVYAA4","Qty_on_Hand__c":10,"POS__c":"a0528000002DQVYAA4a0 (16 more) ...","Qty_Available__c":10}|0x53830f88
14:40:01.0 (55035817)|STATEMENT_EXECUTE|[34]
14:40:01.0 (55037480)|STATEMENT_EXECUTE|[35]
14:40:01.0 (55051901)|HEAP_ALLOCATE|[35]|Bytes:4
14:40:01.0 (55062974)|VARIABLE_SCOPE_BEGIN|[35]|pItm|POS_Inventory__c|true|false
14:40:01.0 (55074018)|VARIABLE_ASSIGNMENT|[35]|pItm|{}|0x7eb45100
14:40:01.0 (55079393)|STATEMENT_EXECUTE|[36]
14:40:01.0 (55103941)|VARIABLE_ASSIGNMENT|[36]|this.Id|"a0A28000002RSxTEAW"|0x7eb45100
14:40:01.0 (55110532)|STATEMENT_EXECUTE|[37]
14:40:01.0 (55140136)|VARIABLE_ASSIGNMENT|[37]|this.POS_Location__c|"a0328000000GP8pAAG"|0x7eb45100
14:40:01.0 (55146221)|STATEMENT_EXECUTE|[39]
14:40:01.0 (55169190)|VARIABLE_ASSIGNMENT|[39]|this.Qty_on_Hand__c|10|0x7eb45100
14:40:01.0 (55175587)|STATEMENT_EXECUTE|[40]
14:40:01.0 (55198326)|HEAP_ALLOCATE|[40]|Bytes:4
14:40:01.0 (55207564)|VARIABLE_ASSIGNMENT|[40]|this.qtyInHand|10|0x64d54cda
14:40:01.0 (55212743)|STATEMENT_EXECUTE|[41]
14:40:01.0 (55220972)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (55226876)|STATEMENT_EXECUTE|[42]
14:40:01.0 (55236367)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
14:40:01.0 (55242080)|STATEMENT_EXECUTE|[43]
14:40:01.0 (55253510)|HEAP_ALLOCATE|[43]|Bytes:2
14:40:01.0 (55263497)|HEAP_ALLOCATE|[43]|Bytes:20
14:40:01.0 (55271835)|USER_DEBUG|[43]|DEBUG|value of qtyInHand10
14:40:01.0 (55281830)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (55301400)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (55307198)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (55346676)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (55353246)|VARIABLE_SCOPE_BEGIN|[31]|posItem|POS_Inventory__c|true|false
14:40:01.0 (55375593)|VARIABLE_ASSIGNMENT|[31]|posItem|{"Id":"a0A28000002RTrwEAG","Name":"POS Location 2 - Vad (4 more) ...","POS_Location__c":"a0328000000GP8zAAG","POS_Product__c":"a0528000002DQVYAA4","Qty_Available__c":0}|0x5d0b5d79
14:40:01.0 (55382775)|STATEMENT_EXECUTE|[34]
14:40:01.0 (55384295)|STATEMENT_EXECUTE|[35]
14:40:01.0 (55397234)|HEAP_ALLOCATE|[35]|Bytes:4
14:40:01.0 (55408428)|VARIABLE_SCOPE_BEGIN|[35]|pItm|POS_Inventory__c|true|false
14:40:01.0 (55420114)|VARIABLE_ASSIGNMENT|[35]|pItm|{}|0x6bc0bb1a
14:40:01.0 (55425158)|STATEMENT_EXECUTE|[36]
14:40:01.0 (55449475)|VARIABLE_ASSIGNMENT|[36]|this.Id|"a0A28000002RTrwEAG"|0x6bc0bb1a
14:40:01.0 (55455116)|STATEMENT_EXECUTE|[37]
14:40:01.0 (55478648)|VARIABLE_ASSIGNMENT|[37]|this.POS_Location__c|"a0328000000GP8zAAG"|0x6bc0bb1a
14:40:01.0 (55485330)|STATEMENT_EXECUTE|[39]
14:40:01.0 (55500729)|VARIABLE_ASSIGNMENT|[39]|this.Qty_on_Hand__c|null|0x6bc0bb1a
14:40:01.0 (55506594)|STATEMENT_EXECUTE|[40]
14:40:01.0 (55530305)|VARIABLE_ASSIGNMENT|[40]|this.qtyInHand|null|0x64d54cda
14:40:01.0 (55536036)|STATEMENT_EXECUTE|[41]
14:40:01.0 (55544012)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (55549824)|STATEMENT_EXECUTE|[42]
14:40:01.0 (55558951)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
14:40:01.0 (55564711)|STATEMENT_EXECUTE|[43]
14:40:01.0 (55579454)|HEAP_ALLOCATE|[43]|Bytes:22
14:40:01.0 (55587895)|USER_DEBUG|[43]|DEBUG|value of qtyInHandnull
14:40:01.0 (55597545)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (55615652)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (55621073)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (55660412)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (55666040)|VARIABLE_SCOPE_BEGIN|[31]|posItem|POS_Inventory__c|true|false
14:40:01.0 (55691775)|VARIABLE_ASSIGNMENT|[31]|posItem|{"Id":"a0A28000002RTsVEAW","Name":"POS Location 3 - Vad (4 more) ...","POS_Location__c":"a0328000000GR7kAAG","POS_Product__c":"a0528000002DQVYAA4","Qty_on_Hand__c":11,"POS__c":"a0528000002DQVYAA4a0 (16 more) ...","Qty_Available__c":11}|0x207406a5
14:40:01.0 (55700194)|STATEMENT_EXECUTE|[34]
14:40:01.0 (55701851)|STATEMENT_EXECUTE|[35]
14:40:01.0 (55714354)|HEAP_ALLOCATE|[35]|Bytes:4
14:40:01.0 (55724718)|VARIABLE_SCOPE_BEGIN|[35]|pItm|POS_Inventory__c|true|false
14:40:01.0 (55735927)|VARIABLE_ASSIGNMENT|[35]|pItm|{}|0x7c146ffa
14:40:01.0 (55741067)|STATEMENT_EXECUTE|[36]
14:40:01.0 (55764145)|VARIABLE_ASSIGNMENT|[36]|this.Id|"a0A28000002RTsVEAW"|0x7c146ffa
14:40:01.0 (55770316)|STATEMENT_EXECUTE|[37]
14:40:01.0 (55794145)|VARIABLE_ASSIGNMENT|[37]|this.POS_Location__c|"a0328000000GR7kAAG"|0x7c146ffa
14:40:01.0 (55800260)|STATEMENT_EXECUTE|[39]
14:40:01.0 (55821644)|VARIABLE_ASSIGNMENT|[39]|this.Qty_on_Hand__c|11|0x7c146ffa
14:40:01.0 (55827641)|STATEMENT_EXECUTE|[40]
14:40:01.0 (55848414)|HEAP_ALLOCATE|[40]|Bytes:4
14:40:01.0 (55857429)|VARIABLE_ASSIGNMENT|[40]|this.qtyInHand|11|0x64d54cda
14:40:01.0 (55862322)|STATEMENT_EXECUTE|[41]
14:40:01.0 (55870141)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (55875675)|STATEMENT_EXECUTE|[42]
14:40:01.0 (55886870)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
14:40:01.0 (55893457)|STATEMENT_EXECUTE|[43]
14:40:01.0 (55904460)|HEAP_ALLOCATE|[43]|Bytes:2
14:40:01.0 (55913924)|HEAP_ALLOCATE|[43]|Bytes:20
14:40:01.0 (55922475)|USER_DEBUG|[43]|DEBUG|value of qtyInHand11
14:40:01.0 (55931853)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (55950842)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (55956436)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (55996417)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (56002497)|VARIABLE_SCOPE_BEGIN|[31]|posItem|POS_Inventory__c|true|false
14:40:01.0 (56028878)|VARIABLE_ASSIGNMENT|[31]|posItem|{"Id":"a0A28000002TgBlEAK","Name":"POS Locale 5 - VadaP (2 more) ...","POS_Location__c":"a0328000000GSMeAAO","POS_Product__c":"a0528000002DQVYAA4","Qty_on_Hand__c":10,"POS__c":"a0528000002DQVYAA4a0 (16 more) ...","Qty_Available__c":10}|0x7b731594
14:40:01.0 (56037372)|STATEMENT_EXECUTE|[34]
14:40:01.0 (56038893)|STATEMENT_EXECUTE|[35]
14:40:01.0 (56051330)|HEAP_ALLOCATE|[35]|Bytes:4
14:40:01.0 (56061541)|VARIABLE_SCOPE_BEGIN|[35]|pItm|POS_Inventory__c|true|false
14:40:01.0 (56072835)|VARIABLE_ASSIGNMENT|[35]|pItm|{}|0x1505798b
14:40:01.0 (56078349)|STATEMENT_EXECUTE|[36]
14:40:01.0 (56101316)|VARIABLE_ASSIGNMENT|[36]|this.Id|"a0A28000002TgBlEAK"|0x1505798b
14:40:01.0 (56106860)|STATEMENT_EXECUTE|[37]
14:40:01.0 (56136066)|VARIABLE_ASSIGNMENT|[37]|this.POS_Location__c|"a0328000000GSMeAAO"|0x1505798b
14:40:01.0 (56142030)|STATEMENT_EXECUTE|[39]
14:40:01.0 (56163957)|VARIABLE_ASSIGNMENT|[39]|this.Qty_on_Hand__c|10|0x1505798b
14:40:01.0 (56169698)|STATEMENT_EXECUTE|[40]
14:40:01.0 (56194412)|HEAP_ALLOCATE|[40]|Bytes:4
14:40:01.0 (56206982)|VARIABLE_ASSIGNMENT|[40]|this.qtyInHand|10|0x64d54cda
14:40:01.0 (56214380)|STATEMENT_EXECUTE|[41]
14:40:01.0 (56226212)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (56235495)|STATEMENT_EXECUTE|[42]
14:40:01.0 (56246344)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
14:40:01.0 (56252556)|STATEMENT_EXECUTE|[43]
14:40:01.0 (56263478)|HEAP_ALLOCATE|[43]|Bytes:2
14:40:01.0 (56273474)|HEAP_ALLOCATE|[43]|Bytes:20
14:40:01.0 (56282608)|USER_DEBUG|[43]|DEBUG|value of qtyInHand10
14:40:01.0 (56296984)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (56325711)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (56335014)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (56397546)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (56409243)|VARIABLE_SCOPE_BEGIN|[31]|posItem|POS_Inventory__c|true|false
14:40:01.0 (56445113)|VARIABLE_ASSIGNMENT|[31]|posItem|{"Id":"a0A0I00000gZCVQUA4","Name":"POS Location 100 - V (6 more) ...","POS_Location__c":"a030I000010pkSbQAI","POS_Product__c":"a0528000002DQVYAA4","Qty_on_Hand__c":0,"POS__c":"a0528000002DQVYAA4a0 (16 more) ...","Qty_Available__c":0}|0x15c404a0
14:40:01.0 (56458297)|STATEMENT_EXECUTE|[34]
14:40:01.0 (56460572)|STATEMENT_EXECUTE|[35]
14:40:01.0 (56480781)|HEAP_ALLOCATE|[35]|Bytes:4
14:40:01.0 (56497855)|VARIABLE_SCOPE_BEGIN|[35]|pItm|POS_Inventory__c|true|false
14:40:01.0 (56517368)|VARIABLE_ASSIGNMENT|[35]|pItm|{}|0x4a70d25d
14:40:01.0 (56526535)|STATEMENT_EXECUTE|[36]
14:40:01.0 (56567183)|VARIABLE_ASSIGNMENT|[36]|this.Id|"a0A0I00000gZCVQUA4"|0x4a70d25d
14:40:01.0 (56578517)|STATEMENT_EXECUTE|[37]
14:40:01.0 (56623406)|VARIABLE_ASSIGNMENT|[37]|this.POS_Location__c|"a030I000010pkSbQAI"|0x4a70d25d
14:40:01.0 (56634722)|STATEMENT_EXECUTE|[39]
14:40:01.0 (56650228)|HEAP_ALLOCATE|[39]|Bytes:28
14:40:01.0 (56686703)|VARIABLE_ASSIGNMENT|[39]|this.Qty_on_Hand__c|0|0x4a70d25d
14:40:01.0 (56696251)|STATEMENT_EXECUTE|[40]
14:40:01.0 (56707818)|HEAP_ALLOCATE|[40]|Bytes:28
14:40:01.0 (56747912)|HEAP_ALLOCATE|[40]|Bytes:4
14:40:01.0 (56763089)|VARIABLE_ASSIGNMENT|[40]|this.qtyInHand|0|0x64d54cda
14:40:01.0 (56772066)|STATEMENT_EXECUTE|[41]
14:40:01.0 (56786594)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:40:01.0 (56797204)|STATEMENT_EXECUTE|[42]
14:40:01.0 (56814501)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
14:40:01.0 (56824920)|STATEMENT_EXECUTE|[43]
14:40:01.0 (56847680)|HEAP_ALLOCATE|[43]|Bytes:1
14:40:01.0 (56873670)|HEAP_ALLOCATE|[43]|Bytes:19
14:40:01.0 (56887274)|USER_DEBUG|[43]|DEBUG|value of qtyInHand0
14:40:01.0 (56902998)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (56934298)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.hasNext()
14:40:01.0 (56941052)|METHOD_ENTRY|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (56986061)|METHOD_EXIT|[31]||Database.QueryLocatorIterator.next()
14:40:01.0 (56993558)|VARIABLE_SCOPE_BEGIN|[31]|posItem|POS_Inventory__c|true|false
